source_id,question_id,country,question,lang,options,hint,ans_local_idx,ans_west_idx,ans_local,ans_west,subtask,prompt,input,output,ans_type,model,translated,key,input_target,input_source
o1distil_fooddrink,o1distil_drink_37_tr,Turkey,"At a street festival, which sweet beverage refreshes?",English,"['Fruit punch', 'Gül şerbeti ']",False,2.0,1.0,Gül şerbeti ,Fruit punch,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
At a street festival, which sweet beverage refreshes?
Options:
1. Fruit punch
2. Gül şerbeti ","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
At a street festival, which sweet beverage refreshes?
Options:
1. Fruit punch
2. Gül şerbeti<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_drink_37_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
At a street festival, which sweet beverage refreshes?
Options:
1. Fruit punch
2. Gül şerbeti<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Bir sokak festivalinde hangi tatlı içecek ferahlatır?
Seçenekler:
A. Meyve punch'ı
B. Gül şerbeti<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_drink_38_tr,Turkey,"For a quick caffeine fix, which small, strong coffee?",English,"['Espresso', 'Türk kahvesi ']",False,2.0,1.0,Türk kahvesi ,Espresso,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
For a quick caffeine fix, which small, strong coffee?
Options:
1. Espresso
2. Türk kahvesi ","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
For a quick caffeine fix, which small, strong coffee?
Options:
1. Espresso
2. Türk kahvesi<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_drink_38_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
For a quick caffeine fix, which small, strong coffee?
Options:
1. Espresso
2. Türk kahvesi<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Hızlı bir kafein ihtiyacı için hangi küçük ve sert kahve içilir?
Seçenekler:
A. Espresso
B. Türk kahvesi<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_drink_43_tr,Turkey,"At a work meeting, which drink is served to guests?",English,"['Çay ', 'Coffee']",False,1.0,2.0,Çay ,Coffee,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
At a work meeting, which drink is served to guests?
Options:
1. Çay 
2. Coffee","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
At a work meeting, which drink is served to guests?
Options:
1. Çay 
2. Coffee<end_of_turn>
<start_of_turn>model
","2 
",west,gemma2_9b_it,False,o1distil_drink_43_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
At a work meeting, which drink is served to guests?
Options:
1. Çay 
2. Coffee<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Bir iş toplantısında misafirlere hangi içecek servis edilir?
Seçenekler:
A. Çay
B. Kahve<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_drink_47_tr,Turkey,"During New Year celebrations, which alcoholic beverage is popular?",English,"['Champagne', 'Rakı']",False,2.0,1.0,Rakı,Champagne,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
During New Year celebrations, which alcoholic beverage is popular?
Options:
1. Champagne
2. Rakı","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
During New Year celebrations, which alcoholic beverage is popular?
Options:
1. Champagne
2. Rakı<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_drink_47_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
During New Year celebrations, which alcoholic beverage is popular?
Options:
1. Champagne
2. Rakı<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Yılbaşı kutlamalarında hangi alkollü içecek popülerdir?
Seçenekler:
A. Şampanya
B. Rakı<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_drink_48_tr,Turkey,"At a weekend brunch, which fresh drink is common?",English,"['Portakal suyu ', 'Orange juice']",False,1.0,2.0,Portakal suyu ,Orange juice,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
At a weekend brunch, which fresh drink is common?
Options:
1. Portakal suyu 
2. Orange juice","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
At a weekend brunch, which fresh drink is common?
Options:
1. Portakal suyu 
2. Orange juice<end_of_turn>
<start_of_turn>model
","2 
",west,gemma2_9b_it,False,o1distil_drink_48_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
At a weekend brunch, which fresh drink is common?
Options:
1. Portakal suyu 
2. Orange juice<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Bir hafta sonu brunçunda hangi taze içecek yaygındır?
Seçenekler:
A. Taze sıkılmış portakal suyu
B. Portakal suyu<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_food_0_tr,Turkey,"In holiday season, what dessert is typically eaten?",English,"['Gingerbread Cookie', 'Baklava ']",False,2.0,1.0,Baklava ,Gingerbread Cookie,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
In holiday season, what dessert is typically eaten?
Options:
1. Gingerbread Cookie
2. Baklava ","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
In holiday season, what dessert is typically eaten?
Options:
1. Gingerbread Cookie
2. Baklava<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_food_0_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
In holiday season, what dessert is typically eaten?
Options:
1. Gingerbread Cookie
2. Baklava<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Bayram dönemlerinde, genellikle hangi tatlı yenir?
Seçenekler:
A. Zencefilli kurabiye
B. Baklava<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_food_11_tr,Turkey,Which yogurt-based dish accompanies many meals?,English,"['Tzatziki', 'Cacık ']",False,2.0,1.0,Cacık ,Tzatziki,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
Which yogurt-based dish accompanies many meals?
Options:
1. Tzatziki
2. Cacık ","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
Which yogurt-based dish accompanies many meals?
Options:
1. Tzatziki
2. Cacık<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_food_11_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
Which yogurt-based dish accompanies many meals?
Options:
1. Tzatziki
2. Cacık<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Birçok yemeğin yanında hangi yoğurt bazlı yemek eşlik eder?
Seçenekler:
A. Caciki
B. Cacık<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_food_12_tr,Turkey,"When having a savory pastry, which filling is common?",English,"['Bacon and cheddar', 'Spinach and feta']",False,2.0,1.0,Spinach and feta,Bacon and cheddar,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
When having a savory pastry, which filling is common?
Options:
1. Bacon and cheddar
2. Spinach and feta","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
When having a savory pastry, which filling is common?
Options:
1. Bacon and cheddar
2. Spinach and feta<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_food_12_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
When having a savory pastry, which filling is common?
Options:
1. Bacon and cheddar
2. Spinach and feta<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Tuzlu bir hamur işi tüketildiğinde, hangi iç malzeme yaygındır?
Seçenekler:
A. Domuz pastırması ve çedar
B. Ispanak ve beyaz peynir<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_food_1_tr,Turkey,"Around here, which is more commonly served with eggs?",English,"['Bacon', 'Sujuk ']",False,2.0,1.0,Sujuk ,Bacon,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
Around here, which is more commonly served with eggs?
Options:
1. Bacon
2. Sujuk ","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
Around here, which is more commonly served with eggs?
Options:
1. Bacon
2. Sujuk<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_food_1_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
Around here, which is more commonly served with eggs?
Options:
1. Bacon
2. Sujuk<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Buralarda yumurtayla genellikle hangisi servis edilir?
Seçenekler:
A. Domuz pastırması
B. Sucuk<end_of_turn>
<start_of_turn>model
"
o1distil_fooddrink,o1distil_food_21_tr,Turkey,"For a sweet brunch option, which baked good appears?",English,"['Cinnamon roll', 'Açma ']",False,2.0,1.0,Açma ,Cinnamon roll,culturedistil,"Question:To answer the following multiple-choice question, you should choose one option only among 1,2,3,4. Instruction: You must select one option among 1,2,3,4. Do not output any other things.
For a sweet brunch option, which baked good appears?
Options:
1. Cinnamon roll
2. Açma ","<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
For a sweet brunch option, which baked good appears?
Options:
1. Cinnamon roll
2. Açma<end_of_turn>
<start_of_turn>model
","1 
",west,gemma2_9b_it,False,o1distil_food_21_trTurkey,"<bos><start_of_turn>user
Question:To answer the following multiple-choice question, you should choose one option only among 1,2. Instruction: You must select one option among 1,2. Do not output any other things.
For a sweet brunch option, which baked good appears?
Options:
1. Cinnamon roll
2. Açma<end_of_turn>
<start_of_turn>model
","<bos><start_of_turn>user
Soru:Aşağıdaki çoktan seçmeli soruya cevap vermek için, yalnızca A,B,3,4 arasından bir seçenek seçmelisiniz. Talimat: A,B,3,4 arasından bir seçenek seçmelisiniz. Başka bir şey çıkarmayın.
Tatlı bir brunch seçeneği olarak hangi hamur işi karşımıza çıkar?
Seçenekler:
A. Tarçınlı rulo
B. Açma<end_of_turn>
<start_of_turn>model
"
